rgb_change,number_of_blinks_per_second,per_second_blinks_change,number_of_blushing_occurred,number_of_lip_pursing_occurred,answer
23.10160768455448,0.7448401052467672,0.31321091473879276,1,0,0
27.738650541402677,0.2001287593138851,0.28307862292132928,6,0,1
19.553991808083012,0.5388792099135282,0.10725001940555373,1,0,0
23.110341811177605,0.46323974724228595,0.03161055673431146,1,0,0
17.89954495199993,0.8198715901267561,0.38824239961878165,0,0,0
9.739348907708177,0.46273415106132004,0.0511478560591177,8,1,1
14.153612261593054,1.568666416740205,1.0547844096197672,5,0,1
10.411975583506589,0.35576109000147316,0.35576109000147316,0,0,0
9.973869855456982,0.27932336455170587,0.27932336455170587,0,0,0
36.173772919444175,1.0773753012206748,0.5634932941002371,8,1,1
26.742419942333697,0.8429410561824512,0.32905904906201344,2,0,1
25.186739087285176,1.0968183198792802,0.5829363127588425,4,0,1
5.801167122273725,0.6470038157412565,0.1331218086208188,1,4,1
18.916415898370957,0.370493625922192,0.023338163815739277,0,0,0
14.763151311484023,0.2527532733364684,0.0944021887699843,0,0,0
14.520885517544144,0.5440473462427481,0.030165339122310342,1,2,1
14.887497999874867,0.9264417600259353,0.4125597529054975,3,2,1
16.106697496853343,0.24958782908959648,0.09756763301685623,0,0,0
16.758348256653946,0.1938853617777768,0.1532701003286759,0,0,0
12.1191152830812,0.7330385914631662,0.21915658434272844,2,3,1
7.620695620791096,0.887951481816711,0.3740694746962733,1,1,1
19.57225418882433,0.1653351121797154,0.18182034992673732,0,0,0
16.694607634540063,0.26702277308707395,0.08013268901937876,0,0,0
17.889006120145694,0.6881932708305303,0.3410378087240776,0,0,0
16.738650541402677,0.5001287593138851,0.08307862292132928,6,0,1
22.943684997219776,0.4238768040934194,0.346425640444784,0,0,0
22.231986381231806,0.5856760772991705,0.18462636723903292,0,0,0
20.109455333933823,0.7010074901305055,0.2839573537379496,1,2,1
20.8009789919965,0.7991828499864455,0.3821327135938897,3,1,1
19.96702399192567,0.3564938614404545,0.08124387768254593,0,0,0
22.53405285939182,0.32925950672823334,0.10847823239476706,1,0,0
19.315054756166774,1.1359945980132717,0.7189444616207159,5,2,1
17.00560158847665,0.83674986417765,0.4196997277850941,3,0,1
21.03765450652385,0.20555107942882994,0.14160438267762276,0,0,0
28.168122554313854,0.20608548842233831,0.1410699736841144,3,0,0
30.411209988623256,0.5575391913401749,0.1404890549476191,5,3,1
16.829805376367133,1.0794256060211216,0.6623754696285657,4,1,1
26.174154517358076,0.23562841534147774,0.20210932378152266,0,0,0
18.417530524784453,0.3606757648669939,0.07706197425600653,0,0,0
27.738650541402677,0.4001287593138851,0.28307862292132928,5,0,1
23.140565540466895,0.45620657403548587,0.018468834912485466,0,0,0
25.48941824602565,0.6349073164377704,0.2178571800452146,7,3,1
20.93729807126637,0.8602034364933521,0.44315330010079623,3,2,1
21.647651531372333,0.2044891458781457,0.2332485932448547,0,0,0
19.405855037551717,0.4646870501665271,0.026949311043526714,0,0,0
29.035608401404374,0.43546965083996125,0.002268088283039149,2,0,0
19.19890373990377,0.3865388790853203,0.040136025587623525,4,0,1
10.34390233627309,1.0238021973071831,0.5971272926342392,4,2,1
35.89156686939421,0.2874091241877175,0.15032861493528288,0,0,0
17.292246149044345,0.18147062629025879,0.2562671128327416,3,0,0
22.95976859534892,0.3250960263011061,0.11264171282189428,0,0,0
11.159960346056621,0.9701342924828473,0.5434593878099034,3,2,1
18.043853375293764,0.3307532011202368,0.1069875440579715,0,1,0
7.659766697540576,0.6315227237060551,0.20484781903311128,4,1,1
9.887882597441617,1.0244868027413696,0.5978118980684257,2,1,1
15.580342301203274,0.2929746426892195,0.4773278018489839,2,4,0
23.58784619345657,0.2809145711896037,0.4893878733485997,0,0,0
22.797390501615382,0.7185072235662882,0.2918323188933443,4,2,1
15.996680090469653,0.9274031129026846,0.5007282082297408,3,0,1
27.174901510243984,0.7555998882355283,0.05430629472312731,0,0,0
20.794515001624475,1.1738707036234683,0.4725771101110674,0,0,0
31.230758289121283,0.6002882720560014,0.10100532145639951,0,0,0
14.167015145673304,0.7959162038109617,0.3692412991380179,1,2,1
9.927914500065384,0.9956092399703437,0.5689343352973999,2,3,1
22.11084250983552,0.5367646858392606,0.23353775869894278,0,0,0
31.738650541402677,0.6001287593138851,0.28307862292132928,2,0,1
22.927932105072372,0.6534944265748849,0.11680801796331852,0,0,0
15.693855728510371,0.41706905925376997,0.020671685924438354,0,0,0
7.668144710350759,1.020304937327664,0.2452308885853105,3,2,1
15.418251636475844,0.38160637725943686,0.38869606727876654,0,0,0
13.73788483812747,0.4509660790999533,0.3193363654382501,0,2,0
31.24757048760395,0.6129462728107373,0.1621277759316162,1,2,1
13.50259526662063,0.3210419648687783,0.07168514864272765,1,0,0
14.722309367331505,0.1616359073538646,0.25762998947885407,2,1,0
18.942228728877225,0.26401554680782263,0.15525035002489607,1,0,0
15.192549222732794,0.5591559144049534,0.21591813433740015,6,0,1
22.471430313187113,0.24346456896761642,0.1942761762105919,0,1,0
18.13640280855377,0.3087624525899214,0.1289782925882869,0,0,0
20.4068049494405,0.4813612027517512,0.05043740134559482,4,3,1
12.183955957922578,0.5622478220117294,0.13132402060557302,0,0,1
12.241099028046207,0.5030984170221259,0.06535767184391755,0,0,0
9.941291619053558,0.7534808811347494,0.32255707972859304,0,0,1
6.675086459439186,0.6693093398133867,0.2383855384072303,2,1,1
13.658218811103211,0.22411324325638482,0.20681055814977156,1,0,1
49.556004911141954,0.26063907972761824,0.23845515290130298,2,1,0
15.767933867771774,0.3893886743827003,0.029877222450018392,0,0,0
12.740659522223012,0.24946325769889383,0.08329250247965786,1,0,1
8.344220317655825,0.26750195915175423,0.01750074718476835,0,0,0
16.474068570875758,0.15967293961650766,0.16118157002669378,3,2,1
29.84944778477255,0.18779556797151187,0.0404147840655949,1,0,0
27.849953100237414,0.7833409756770272,0.5551306236399205,0,0,0
18.35220435502474,0.1593319423125697,0.2863008567033126,5,4,1
